pair_index,a_file,b_file
1152,speech_0163_cd0faf20,speech_0233_efba1c76
1153,sample088_4f85a4f9,sample075_4764b9a3
1154,sample130_ed256ee8,sample091_671e5ef1
1155,sample009_36a064d0,sample039_d5a20d17
1156,sample233_4e88157a,sample045_14ac45b4
1157,sample239_70abef06,speech_0741_906be0f9
1158,sample014_ac17730c,sample035_2729e0e2
1159,sample118_96a1642f,sample146_36e0a56d
1160,sample140_9355c8d3,sample237_9472557e
1161,speech_0411_cadff688,sample064_0b854809
1162,sample230_47b01153,speech_0888_1c1b1da8
1163,speech_0245_3c0550fc,sample235_ea92f26e
1164,sample238_fdf5ca49,sample176_db87a5a2
1165,sample122_e1166b1d,sample056_f521058f
1166,sample185_0ea0912d,sample009_8fec8452
1167,sample241_9aeb4384,sample195_26730d6d
1168,sample145_685d512c,sample067_224b9d42
1169,speech_0488_ea36c31b,sample143_caa0315c
1170,sample036_c2d5e868,speech_0228_c4c1f623
1171,sample187_b0f03602,speech_0332_70ed032c
1172,speech_0055_ac47e9d0,speech_0796_61baefa8
1173,sample032_efba1c76,sample076_2a6025df
1174,speech_0432_ecc70f99,sample148_b944223f
1175,speech_0315_2bfbed5d,sample227_23672cca
1176,sample096_11e92880,sample158_3554df76
1177,sample052_bcf1cb6d,sample083_f5ef4dc7
1178,sample063_768a6a1b,sample059_ea36c31b
1179,sample240_f834f12b,sample007_6d0d70d7
1180,sample128_3857eff1,sample120_df4b6c69
1181,sample066_f9dcce53,sample133_a07c1913
1182,sample179_5d46b53e,sample065_f352d7d0
1183,speech_0650_ca368684,sample017_e847dff4
1184,sample232_cf98e3c8,sample013_82d2cad9
1185,sample015_a93d8cfa,speech_0843_101bfe11
1186,speech_0431_a2bad463,sample136_390f0707
1187,sample222_bfe748cb,sample219_9b7a084f
1188,sample020_4a03fd2e,sample183_ca767767
1189,sample119_a4f7dd43,sample054_ecc70f99
1190,speech_0990_50e90c97,sample086_fc6b25d7
1191,sample025_76911851,sample189_b2eb371f
1192,sample102_436dc55f,sample042_70ed032c
1193,sample008_056930c5,sample142_1985425c
1194,speech_0664_2a6025df,sample245_2638b53c
1195,sample164_6086e75c,sample221_0d7c78bd
1196,sample030_9732143a,sample229_f92eb5b1
1197,sample013_82d2cad9,sample083_f5ef4dc7
1198,sample131_26551668,speech_0144_76911851
1199,sample218_2eaffa66,sample092_7e1324ef
1200,sample028_28cee35c,speech_0890_6fbee84a
1201,sample192_144a35f2,speech_0812_4f85a4f9
1202,speech_0780_f5ef4dc7,speech_0309_e6b5ca93
1203,sample230_47b01153,speech_0163_cd0faf20
1204,sample029_6457d3d0,sample179_5d46b53e
1205,speech_0484_30b13499,sample005_a84d1a77
1206,sample247_388ecf10,sample241_9aeb4384
1207,speech_0021_1a3238c3,sample104_e61bf93a
1208,sample143_caa0315c,speech_0588_f841a2c6
1209,sample182_fc65241d,sample219_9b7a084f
1210,sample008_056930c5,speech_0098_4a03fd2e
1211,sample006_fe39613e,sample111_4737c4d2
1212,sample106_56fd4274,sample214_47d63bf9
1213,speech_0041_a93d8cfa,sample157_b1148f69
1214,sample152_2c7a9e21,sample207_2ca97251
1215,sample086_fc6b25d7,sample042_70ed032c
1216,sample099_122a179d,sample126_ff7c90d7
1217,sample213_d8480af4,speech_0882_671e5ef1
1218,sample024_50e90c97,speech_0384_2aff3b5d
1219,sample137_f533bb44,speech_0757_1b5867e7
1220,sample228_398bd9c3,sample149_46f6fc34
1221,sample144_29c8262d,sample170_e547d744
1222,sample056_f521058f,sample120_df4b6c69
1223,sample183_ca767767,sample084_c70d4e6b
1224,sample027_cd0faf20,speech_0123_41c39e41
1225,speech_0681_0b68117f,speech_0556_f352d7d0
1226,sample115_2bd91ef1,sample038_e6b5ca93
1227,speech_0283_2729e0e2,speech_0898_039a7b60
1228,sample146_36e0a56d,sample067_224b9d42
1229,sample064_0b854809,sample136_390f0707
1230,sample204_baf7f138,sample148_b944223f
1231,speech_0245_3c0550fc,sample007_946106c1
1232,speech_0116_d21d4bb3,sample227_23672cca
1233,sample071_1e1cdb9c,sample155_0163e391
1234,speech_0423_e847dff4,sample245_2638b53c
1235,sample033_e451edf0,sample166_8454c459
1236,sample066_f9dcce53,sample142_1985425c
1237,sample224_1fc3e356,sample177_0198da6e
1238,sample169_2e4395a7,sample122_e1166b1d
1239,sample189_b2eb371f,sample073_a3f37a12
1240,speech_0522_cdf92033,sample060_c4420875
1241,speech_0885_7e1324ef,sample124_3f5d1a8c
1242,sample097_0a02c41a,speech_0630_1e1cdb9c
1243,speech_0908_11e92880,sample062_daaf900c
1244,sample015_a93d8cfa,sample007_6d0d70d7
1245,sample025_76911851,sample164_6086e75c
1246,sample243_1ced9527,sample127_7d7b8f84
1247,speech_0975_7eeb677c,sample208_160ca549
1248,sample181_a6621347,sample147_b31be30b
1249,sample187_b0f03602,sample074_0d740677
1250,sample093_1c1b1da8,speech_0389_e4494277
1251,sample132_f2c32289,speech_0332_70ed032c
1252,sample201_5430f370,speech_0752_44c869d5
1253,speech_0657_0d740677,sample162_2cc0400c
1254,speech_0621_5cae6d79,sample178_f1334217
1255,sample046_3dda9f49,sample140_9355c8d3
1256,sample171_02b13e1c,sample134_0b972e44
1257,sample248_79b27f7d,speech_0055_ac47e9d0
1258,sample198_ee0e18d2,sample048_e4494277
1259,sample239_70abef06,sample154_f1fb8e99
1260,sample052_bcf1cb6d,speech_0789_fc6b25d7
1261,sample009_36a064d0,sample108_d2b794a9
1262,speech_0480_29b21bea,sample217_6377ae91
1263,sample200_d8677912,sample212_4d3716b5
1264,sample051_cadff688,sample049_fae6bd3c
1265,sample096_11e92880,sample193_a3aba001
1266,speech_0628_ecd1d324,speech_0741_906be0f9
1267,sample196_3469b979,sample145_685d512c
1268,sample087_61baefa8,sample185_0ea0912d
1269,sample079_906be0f9,sample232_cf98e3c8
1270,speech_0363_14ac45b4,sample234_553dcff0
1271,sample216_ffa6ee05,sample186_e5557310
1272,sample244_f01a5078,sample103_540aea48
1273,sample059_ea36c31b,sample159_918aa5c3
1274,speech_0575_224b9d42,sample190_762dfa42
1275,sample250_3e02512d,speech_0848_e7880a98
1276,speech_0039_ac17730c,sample113_8ada680d
1277,sample109_2f2d8c0a,sample220_5a48d9b6
1278,sample014_ac17730c,sample242_bc639087
1279,speech_0228_c4c1f623,speech_0460_fb292964
1280,sample045_14ac45b4,speech_0121_dab4ef06
1281,sample156_fd7b9fa4,sample233_4e88157a
1282,sample075_4764b9a3,speech_0320_06592579
1283,sample030_9732143a,sample238_fdf5ca49
1284,sample119_a4f7dd43,sample061_cdf92033
1285,sample117_4997d25a,speech_0338_e5a06143
1286,sample019_fb26ed47,speech_0927_0a02c41a
1287,sample153_285b89ed,sample017_e847dff4
1288,sample139_6badff7b,sample063_768a6a1b
1289,sample041_06592579,sample032_efba1c76
1290,sample026_cce061cf,sample225_ef9728ac
1291,sample043_e99d768e,speech_0432_ecc70f99
1292,sample240_f834f12b,sample101_fae0484f
1293,sample205_29b101bc,sample194_328dbd2a
1294,sample009_8fec8452,speech_0243_e451edf0
1295,sample211_a2b39b71,speech_0990_50e90c97
1296,speech_0304_c2d5e868,sample010_86c5159a
1297,sample091_671e5ef1,speech_0488_ea36c31b
1298,sample088_4f85a4f9,speech_0411_cadff688
1299,sample167_a27abf78,speech_0718_5b8ec916
1300,sample128_3857eff1,sample072_ca368684
1301,speech_0431_a2bad463,speech_0233_efba1c76
1302,sample081_44c869d5,sample121_76bcb529
1303,sample237_9472557e,sample004_a72e2802
1304,speech_0334_e99d768e,sample195_26730d6d
1305,sample173_2377df9e,sample165_cdf5c82d
1306,sample102_436dc55f,sample058_30b13499
1307,speech_0796_61baefa8,sample123_fc41e8f2
1308,sample231_a7ca1cbe,speech_0065_c980f33d
1309,speech_0366_3dda9f49,sample003_627b76ff
1310,speech_0060_b1cd40c7,speech_0650_ca368684
1311,sample077_0b68117f,sample057_29b21bea
1312,sample050_4cbe8ba0,speech_0664_2a6025df
1313,sample163_35d6a180,sample161_04667130
1314,speech_0307_79498522,sample180_e3d8d698
1315,sample080_20eca9e0,sample016_ac47e9d0
1316,sample020_4a03fd2e,speech_0784_c70d4e6b
1317,speech_0407_4cbe8ba0,sample078_5b8ec916
1318,sample184_2c9ff4fe,sample222_bfe748cb
1319,speech_0554_0b854809,sample070_ecd1d324
1320,sample036_c2d5e868,speech_0539_daaf900c
1321,sample055_fb292964,sample114_fdb345bb
1322,sample021_d21d4bb3,sample037_79498522
1323,speech_0205_9732143a,sample174_728e16bc
1324,sample095_039a7b60,sample133_a07c1913
1325,speech_0502_c4420875,sample047_2aff3b5d
1326,sample100_7eeb677c,sample076_2a6025df
1327,sample221_0d7c78bd,sample172_7588bd44
1328,sample209_bed041d7,speech_0406_fae6bd3c
1329,speech_0788_dd90578a,sample203_3b23436c
1330,sample082_1b5867e7,sample116_e242d5ac
1331,sample229_f92eb5b1,sample226_2d7ef8de
1332,sample158_3554df76,sample105_f7a5e5bd
1333,sample176_db87a5a2,sample085_dd90578a
1334,speech_0652_a3f37a12,sample160_ed88263c
1335,sample150_0515f210,sample053_a2bad463
1336,sample151_0c634082,sample090_e7880a98
1337,sample039_d5a20d17,sample236_f3d5c89f
1338,sample118_96a1642f,sample197_9fb7ce5f
1339,sample138_f46547e5,speech_0749_20eca9e0
1340,sample130_ed256ee8,sample068_f841a2c6
1341,speech_0573_f9dcce53,sample065_f352d7d0
1342,sample129_f22c6f56,sample023_41c39e41
1343,sample110_8e91af50,sample054_ecc70f99
1344,sample175_88993b09,sample223_e7455493
1345,sample199_40e217d7,speech_0193_6457d3d0
1346,sample135_743c9b1f,speech_0005_25be81fc
1347,speech_0843_101bfe11,sample089_101bfe11
1348,speech_0542_768a6a1b,sample249_2bdfb1f1
1349,sample202_3a6e070e,sample035_2729e0e2
1350,sample188_0e995f08,sample069_5cae6d79
1351,sample012_1a3238c3,sample206_cada7cf4
1352,sample040_2bfbed5d,sample235_ea92f26e
1353,sample210_ac1f93e1,sample044_e5a06143
1354,speech_0943_f5a9d2bc,sample141_8b2cf3b6
1355,speech_0310_d5a20d17,sample246_e8541fc4
1356,speech_0966_122a179d,sample034_3c0550fc
1357,sample112_44add070,sample018_c980f33d
1358,speech_0315_2bfbed5d,sample125_1b5a54f4
1359,speech_0025_82d2cad9,speech_0474_f521058f
1360,sample215_cc025b5e,speech_0658_4764b9a3
1361,sample011_25be81fc,sample094_6fbee84a
1362,sample001_3c29c5ba,sample191_3361e30f
1363,sample002_4e908fd2,sample168_22e2db9e
1364,speech_0175_28cee35c,sample031_c4c1f623
1365,sample022_dab4ef06,speech_0888_1c1b1da8
1366,speech_0158_cce061cf,sample098_f5a9d2bc
1367,sample107_a38717d4,speech_0067_fb26ed47
1368,sample219_9b7a084f,sample045_14ac45b4
1369,sample090_e7880a98,sample007_946106c1
1370,sample036_c2d5e868,sample140_9355c8d3
1371,speech_0332_70ed032c,sample005_a84d1a77
1372,sample233_4e88157a,sample129_f22c6f56
1373,sample003_627b76ff,sample060_c4420875
1374,sample192_144a35f2,sample087_61baefa8
1375,speech_0366_3dda9f49,sample200_d8677912
1376,sample211_a2b39b71,speech_0480_29b21bea
1377,sample062_daaf900c,sample110_8e91af50
1378,sample223_e7455493,speech_0315_2bfbed5d
1379,sample141_8b2cf3b6,sample043_e99d768e
1380,speech_0488_ea36c31b,sample086_fc6b25d7
1381,sample187_b0f03602,speech_0055_ac47e9d0
1382,sample206_cada7cf4,speech_0757_1b5867e7
1383,sample080_20eca9e0,speech_0407_4cbe8ba0
1384,sample009_8fec8452,sample074_0d740677
1385,sample164_6086e75c,speech_0664_2a6025df
1386,speech_0502_c4420875,sample153_285b89ed
1387,sample107_a38717d4,sample106_56fd4274
1388,sample108_d2b794a9,sample126_ff7c90d7
1389,sample025_76911851,sample245_2638b53c
1390,speech_0588_f841a2c6,sample228_398bd9c3
1391,speech_0908_11e92880,sample098_f5a9d2bc
1392,sample029_6457d3d0,sample207_2ca97251
1393,sample146_36e0a56d,sample070_ecd1d324
1394,sample186_e5557310,sample177_0198da6e
1395,sample222_bfe748cb,sample007_6d0d70d7
1396,speech_0411_cadff688,sample226_2d7ef8de
1397,sample006_fe39613e,sample240_f834f12b
1398,sample038_e6b5ca93,sample210_ac1f93e1
1399,speech_0650_ca368684,sample135_743c9b1f
1400,sample042_70ed032c,sample195_26730d6d
1401,sample031_c4c1f623,speech_0812_4f85a4f9
1402,speech_0630_1e1cdb9c,sample212_4d3716b5
1403,sample051_cadff688,sample230_47b01153
1404,speech_0554_0b854809,sample185_0ea0912d
1405,sample167_a27abf78,sample041_06592579
1406,speech_0718_5b8ec916,sample099_122a179d
1407,sample034_3c0550fc,sample076_2a6025df
1408,speech_0843_101bfe11,sample035_2729e0e2
1409,sample125_1b5a54f4,sample057_29b21bea
1410,sample037_79498522,speech_0363_14ac45b4
1411,sample168_22e2db9e,sample013_82d2cad9
1412,speech_0432_ecc70f99,speech_0005_25be81fc
1413,sample052_bcf1cb6d,sample193_a3aba001
1414,sample027_cd0faf20,sample237_9472557e
1415,sample156_fd7b9fa4,sample179_5d46b53e
1416,sample111_4737c4d2,speech_0025_82d2cad9
1417,speech_0163_cd0faf20,sample151_0c634082
1418,sample133_a07c1913,speech_0228_c4c1f623
1419,sample078_5b8ec916,sample128_3857eff1
1420,sample077_0b68117f,speech_0021_1a3238c3
1421,speech_0575_224b9d42,sample215_cc025b5e
1422,speech_0784_c70d4e6b,sample137_f533bb44
1423,sample243_1ced9527,sample092_7e1324ef
1424,sample224_1fc3e356,speech_0389_e4494277
1425,sample138_f46547e5,sample150_0515f210
1426,sample061_cdf92033,sample022_dab4ef06
1427,sample175_88993b09,sample082_1b5867e7
1428,sample232_cf98e3c8,sample157_b1148f69
1429,speech_0304_c2d5e868,speech_0789_fc6b25d7
1430,speech_0067_fb26ed47,sample165_cdf5c82d
1431,sample183_ca767767,speech_0310_d5a20d17
1432,speech_0975_7eeb677c,speech_0652_a3f37a12
1433,sample102_436dc55f,sample203_3b23436c
1434,sample053_a2bad463,sample002_4e908fd2
1435,sample127_7d7b8f84,sample069_5cae6d79
1436,speech_0158_cce061cf,speech_0556_f352d7d0
1437,sample001_3c29c5ba,sample083_f5ef4dc7
1438,sample149_46f6fc34,speech_0780_f5ef4dc7
1439,sample166_8454c459,speech_0788_dd90578a
1440,sample097_0a02c41a,sample134_0b972e44
1441,sample147_b31be30b,sample112_44add070
1442,sample026_cce061cf,sample136_390f0707
1443,speech_0283_2729e0e2,sample012_1a3238c3
1444,sample118_96a1642f,sample249_2bdfb1f1
1445,sample244_f01a5078,sample056_f521058f
1446,speech_0423_e847dff4,sample067_224b9d42
1447,sample015_a93d8cfa,speech_0681_0b68117f
1448,sample190_762dfa42,sample073_a3f37a12
1449,sample174_728e16bc,sample095_039a7b60
1450,speech_0039_ac17730c,sample202_3a6e070e
1451,sample032_efba1c76,speech_0098_4a03fd2e
1452,sample160_ed88263c,sample189_b2eb371f
1453,speech_0628_ecd1d324,sample148_b944223f
1454,sample199_40e217d7,sample143_caa0315c
1455,sample173_2377df9e,sample238_fdf5ca49
1456,speech_0205_9732143a,sample154_f1fb8e99
1457,sample014_ac17730c,sample021_d21d4bb3
1458,sample234_553dcff0,sample171_02b13e1c
1459,sample247_388ecf10,sample030_9732143a
1460,speech_0474_f521058f,sample009_36a064d0
1461,sample101_fae0484f,sample216_ffa6ee05
1462,sample145_685d512c,speech_0309_e6b5ca93
1463,sample161_04667130,speech_0882_671e5ef1
1464,sample201_5430f370,speech_0966_122a179d
1465,sample131_26551668,sample221_0d7c78bd
1466,sample246_e8541fc4,speech_0121_dab4ef06
1467,speech_0243_e451edf0,speech_0307_79498522
1468,sample227_23672cca,speech_0175_28cee35c
1469,sample016_ac47e9d0,sample114_fdb345bb
1470,sample239_70abef06,sample119_a4f7dd43
1471,sample139_6badff7b,sample208_160ca549
1472,sample188_0e995f08,sample017_e847dff4
1473,speech_0193_6457d3d0,sample248_79b27f7d
1474,sample071_1e1cdb9c,sample050_4cbe8ba0
1475,sample023_41c39e41,speech_0573_f9dcce53
1476,sample176_db87a5a2,sample104_e61bf93a
1477,sample055_fb292964,sample158_3554df76
1478,speech_0406_fae6bd3c,speech_0116_d21d4bb3
1479,sample046_3dda9f49,sample198_ee0e18d2
1480,sample159_918aa5c3,sample093_1c1b1da8
1481,sample054_ecc70f99,sample048_e4494277
1482,speech_0796_61baefa8,sample144_29c8262d
1483,speech_0431_a2bad463,sample231_a7ca1cbe
1484,sample091_671e5ef1,sample033_e451edf0
1485,speech_0484_30b13499,sample068_f841a2c6
1486,sample115_2bd91ef1,sample049_fae6bd3c
1487,sample084_c70d4e6b,speech_0334_e99d768e
1488,sample105_f7a5e5bd,sample121_76bcb529
1489,sample197_9fb7ce5f,sample162_2cc0400c
1490,sample085_dd90578a,sample194_328dbd2a
1491,sample229_f92eb5b1,sample181_a6621347
1492,sample063_768a6a1b,sample214_47d63bf9
1493,sample152_2c7a9e21,speech_0144_76911851
1494,sample250_3e02512d,sample018_c980f33d
1495,sample218_2eaffa66,speech_0741_906be0f9
1496,speech_0658_4764b9a3,sample116_e242d5ac
1497,speech_0123_41c39e41,sample209_bed041d7
1498,sample103_540aea48,sample236_f3d5c89f
1499,speech_0657_0d740677,sample155_0163e391
1500,sample079_906be0f9,sample124_3f5d1a8c
1501,sample213_d8480af4,sample242_bc639087
1502,speech_0460_fb292964,sample172_7588bd44
1503,speech_0898_039a7b60,sample117_4997d25a
1504,speech_0338_e5a06143,sample170_e547d744
1505,sample081_44c869d5,sample096_11e92880
1506,speech_0060_b1cd40c7,sample066_f9dcce53
1507,sample044_e5a06143,sample182_fc65241d
1508,sample008_056930c5,speech_0927_0a02c41a
1509,sample142_1985425c,sample122_e1166b1d
1510,sample004_a72e2802,sample178_f1334217
1511,speech_0888_1c1b1da8,sample241_9aeb4384
1512,sample028_28cee35c,sample040_2bfbed5d
1513,sample132_f2c32289,sample184_2c9ff4fe
1514,sample130_ed256ee8,sample169_2e4395a7
1515,speech_0621_5cae6d79,speech_0749_20eca9e0
1516,speech_0539_daaf900c,speech_0943_f5a9d2bc
1517,sample075_4764b9a3,sample180_e3d8d698
1518,sample088_4f85a4f9,sample204_baf7f138
1519,sample089_101bfe11,speech_0065_c980f33d
1520,speech_0522_cdf92033,sample120_df4b6c69
1521,sample191_3361e30f,sample163_35d6a180
1522,sample058_30b13499,sample024_50e90c97
1523,sample064_0b854809,speech_0384_2aff3b5d
1524,sample205_29b101bc,sample094_6fbee84a
1525,sample072_ca368684,speech_0041_a93d8cfa
1526,speech_0848_e7880a98,sample059_ea36c31b
1527,sample019_fb26ed47,sample123_fc41e8f2
1528,speech_0245_3c0550fc,sample109_2f2d8c0a
1529,speech_0752_44c869d5,speech_0542_768a6a1b
1530,sample100_7eeb677c,sample196_3469b979
1531,sample065_f352d7d0,sample220_5a48d9b6
1532,speech_0890_6fbee84a,speech_0233_efba1c76
1533,sample235_ea92f26e,sample047_2aff3b5d
1534,speech_0990_50e90c97,sample020_4a03fd2e
1535,speech_0885_7e1324ef,speech_0320_06592579
1536,sample010_86c5159a,sample011_25be81fc
1537,sample113_8ada680d,sample225_ef9728ac
1538,sample217_6377ae91,sample039_d5a20d17
1539,sample020_4a03fd2e,speech_0098_4a03fd2e
1540,sample019_fb26ed47,speech_0888_1c1b1da8
1541,sample084_c70d4e6b,sample129_f22c6f56
1542,sample213_d8480af4,sample103_540aea48
1543,speech_0628_ecd1d324,speech_0121_dab4ef06
1544,speech_0432_ecc70f99,sample070_ecd1d324
1545,sample023_41c39e41,sample038_e6b5ca93
1546,sample010_86c5159a,sample223_e7455493
1547,sample118_96a1642f,sample064_0b854809
1548,sample204_baf7f138,sample161_04667130
1549,sample113_8ada680d,sample187_b0f03602
1550,sample104_e61bf93a,speech_0752_44c869d5
1551,sample141_8b2cf3b6,sample203_3b23436c
1552,sample191_3361e30f,sample196_3469b979
1553,speech_0041_a93d8cfa,speech_0542_768a6a1b
1554,sample201_5430f370,sample177_0198da6e
1555,sample089_101bfe11,sample053_a2bad463
1556,sample216_ffa6ee05,speech_0123_41c39e41
1557,sample079_906be0f9,speech_0005_25be81fc
1558,sample003_627b76ff,speech_0423_e847dff4
1559,sample050_4cbe8ba0,sample110_8e91af50
1560,sample083_f5ef4dc7,sample026_cce061cf
1561,speech_0332_70ed032c,speech_0193_6457d3d0
1562,sample150_0515f210,sample220_5a48d9b6
1563,sample073_a3f37a12,sample035_2729e0e2
1564,sample058_30b13499,sample048_e4494277
1565,sample232_cf98e3c8,sample033_e451edf0
1566,speech_0116_d21d4bb3,sample106_56fd4274
1567,sample140_9355c8d3,speech_0718_5b8ec916
1568,sample226_2d7ef8de,speech_0621_5cae6d79
1569,sample166_8454c459,speech_0575_224b9d42
1570,sample170_e547d744,speech_0681_0b68117f
1571,sample009_36a064d0,sample185_0ea0912d
1572,speech_0539_daaf900c,speech_0908_11e92880
1573,sample169_2e4395a7,sample093_1c1b1da8
1574,speech_0943_f5a9d2bc,sample174_728e16bc
1575,sample246_e8541fc4,speech_0039_ac17730c
1576,sample237_9472557e,sample189_b2eb371f
1577,sample151_0c634082,sample068_f841a2c6
1578,sample175_88993b09,sample233_4e88157a
1579,sample097_0a02c41a,sample249_2bdfb1f1
1580,sample165_cdf5c82d,sample091_671e5ef1
1581,sample138_f46547e5,sample134_0b972e44
1582,speech_0990_50e90c97,sample197_9fb7ce5f
1583,sample145_685d512c,sample024_50e90c97
1584,sample027_cd0faf20,speech_0245_3c0550fc
1585,speech_0975_7eeb677c,sample067_224b9d42
1586,speech_0784_c70d4e6b,speech_0788_dd90578a
1587,speech_0144_76911851,sample217_6377ae91
1588,sample119_a4f7dd43,sample130_ed256ee8
1589,speech_0366_3dda9f49,speech_0067_fb26ed47
1590,speech_0885_7e1324ef,sample215_cc025b5e
1591,sample011_25be81fc,speech_0431_a2bad463
1592,sample015_a93d8cfa,sample061_cdf92033
1593,speech_0658_4764b9a3,sample207_2ca97251
1594,speech_0025_82d2cad9,sample198_ee0e18d2
1595,sample092_7e1324ef,sample022_dab4ef06
1596,sample108_d2b794a9,sample164_6086e75c
1597,sample229_f92eb5b1,sample231_a7ca1cbe
1598,sample051_cadff688,speech_0488_ea36c31b
1599,speech_0843_101bfe11,speech_0310_d5a20d17
1600,sample031_c4c1f623,speech_0233_efba1c76
1601,sample136_390f0707,sample143_caa0315c
1602,sample034_3c0550fc,sample167_a27abf78
1603,speech_0175_28cee35c,speech_0205_9732143a
1604,sample094_6fbee84a,sample041_06592579
1605,speech_0309_e6b5ca93,sample055_fb292964
1606,sample025_76911851,sample112_44add070
1607,sample154_f1fb8e99,sample230_47b01153
1608,sample001_3c29c5ba,sample224_1fc3e356
1609,speech_0474_f521058f,sample139_6badff7b
1610,sample153_285b89ed,sample122_e1166b1d
1611,sample137_f533bb44,speech_0163_cd0faf20
1612,sample243_1ced9527,sample159_918aa5c3
1613,speech_0484_30b13499,sample109_2f2d8c0a
1614,sample120_df4b6c69,sample158_3554df76
1615,speech_0664_2a6025df,sample005_a84d1a77
1616,speech_0304_c2d5e868,speech_0780_f5ef4dc7
1617,sample162_2cc0400c,sample127_7d7b8f84
1618,sample144_29c8262d,sample234_553dcff0
1619,sample074_0d740677,sample194_328dbd2a
1620,speech_0315_2bfbed5d,sample168_22e2db9e
1621,sample062_daaf900c,speech_0406_fae6bd3c
1622,sample128_3857eff1,sample086_fc6b25d7
1623,sample178_f1334217,sample030_9732143a
1624,sample152_2c7a9e21,sample235_ea92f26e
1625,sample040_2bfbed5d,sample212_4d3716b5
1626,sample171_02b13e1c,sample045_14ac45b4
1627,speech_0927_0a02c41a,speech_0652_a3f37a12
1628,speech_0283_2729e0e2,sample238_fdf5ca49
1629,sample090_e7880a98,sample046_3dda9f49
1630,sample184_2c9ff4fe,sample193_a3aba001
1631,speech_0060_b1cd40c7,sample018_c980f33d
1632,sample227_23672cca,sample052_bcf1cb6d
1633,sample013_82d2cad9,speech_0630_1e1cdb9c
1634,sample004_a72e2802,speech_0502_c4420875
1635,sample225_ef9728ac,sample107_a38717d4
1636,sample076_2a6025df,sample219_9b7a084f
1637,sample188_0e995f08,speech_0749_20eca9e0
1638,sample021_d21d4bb3,sample126_ff7c90d7
1639,sample176_db87a5a2,sample173_2377df9e
1640,sample012_1a3238c3,sample242_bc639087
1641,sample186_e5557310,sample124_3f5d1a8c
1642,sample115_2bd91ef1,sample037_79498522
1643,sample088_4f85a4f9,sample117_4997d25a
1644,speech_0158_cce061cf,sample146_36e0a56d
1645,sample002_4e908fd2,sample075_4764b9a3
1646,sample009_8fec8452,speech_0757_1b5867e7
1647,speech_0898_039a7b60,sample069_5cae6d79
1648,sample042_70ed032c,sample182_fc65241d
1649,sample098_f5a9d2bc,sample199_40e217d7
1650,sample214_47d63bf9,sample208_160ca549
1651,sample132_f2c32289,speech_0363_14ac45b4
1652,speech_0055_ac47e9d0,sample123_fc41e8f2
1653,sample239_70abef06,sample111_4737c4d2
1654,sample029_6457d3d0,sample114_fdb345bb
1655,sample016_ac47e9d0,speech_0650_ca368684
1656,speech_0384_2aff3b5d,sample032_efba1c76
1657,speech_0588_f841a2c6,speech_0812_4f85a4f9
1658,sample071_1e1cdb9c,sample017_e847dff4
1659,sample192_144a35f2,sample060_c4420875
1660,speech_0796_61baefa8,sample028_28cee35c
1661,speech_0389_e4494277,sample202_3a6e070e
1662,sample116_e242d5ac,sample180_e3d8d698
1663,speech_0460_fb292964,sample228_398bd9c3
1664,sample100_7eeb677c,sample057_29b21bea
1665,sample222_bfe748cb,speech_0966_122a179d
1666,sample247_388ecf10,sample163_35d6a180
1667,speech_0848_e7880a98,sample236_f3d5c89f
1668,sample172_7588bd44,sample101_fae0484f
1669,sample211_a2b39b71,speech_0243_e451edf0
1670,sample245_2638b53c,sample200_d8677912
1671,speech_0334_e99d768e,sample036_c2d5e868
1672,sample047_2aff3b5d,sample087_61baefa8
1673,sample205_29b101bc,sample209_bed041d7
1674,speech_0407_4cbe8ba0,sample099_122a179d
1675,sample190_762dfa42,speech_0320_06592579
1676,sample206_cada7cf4,speech_0890_6fbee84a
1677,speech_0882_671e5ef1,sample096_11e92880
1678,speech_0411_cadff688,sample244_f01a5078
1679,sample043_e99d768e,sample179_5d46b53e
1680,sample218_2eaffa66,speech_0554_0b854809
1681,speech_0307_79498522,sample157_b1148f69
1682,sample065_f352d7d0,speech_0228_c4c1f623
1683,sample059_ea36c31b,sample149_46f6fc34
1684,sample181_a6621347,sample183_ca767767
1685,sample125_1b5a54f4,sample077_0b68117f
1686,sample066_f9dcce53,sample063_768a6a1b
1687,sample054_ecc70f99,sample078_5b8ec916
1688,sample056_f521058f,sample160_ed88263c
1689,sample044_e5a06143,sample085_dd90578a
1690,sample142_1985425c,speech_0522_cdf92033
1691,sample240_f834f12b,sample039_d5a20d17
1692,speech_0789_fc6b25d7,speech_0065_c980f33d
1693,speech_0021_1a3238c3,sample195_26730d6d
1694,sample133_a07c1913,sample210_ac1f93e1
1695,speech_0556_f352d7d0,sample049_fae6bd3c
1696,sample082_1b5867e7,sample007_946106c1
1697,sample148_b944223f,sample135_743c9b1f
1698,sample072_ca368684,speech_0657_0d740677
1699,sample250_3e02512d,sample131_26551668
1700,sample156_fd7b9fa4,sample105_f7a5e5bd
1701,sample121_76bcb529,sample248_79b27f7d
1702,sample081_44c869d5,sample095_039a7b60
1703,sample147_b31be30b,speech_0480_29b21bea
1704,sample241_9aeb4384,speech_0741_906be0f9
1705,sample014_ac17730c,sample008_056930c5
1706,sample221_0d7c78bd,sample080_20eca9e0
1707,speech_0338_e5a06143,sample007_6d0d70d7
1708,sample155_0163e391,speech_0573_f9dcce53
